Validacao-humana,Base-sentimento,Stev-sentimento,cidade,texto_limpo
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Recomendo muito esta hospedagem à todos. O único problema que eu tive nada teve a ver com o locatário e com o imóvel: mosquitos. Estive no local no mês de setembro e precisei ir a portaria algumas vezes no período da noite para buscar encomendas e precisei ficar de boca fechada pra não entrar nenhum mosquito rs a quem for ficar no local em questão, repelente e inseticida são imprescindíveis. Outras questões como dificuldade para entender como funciona o chuveiro - é a gás, não estou habituada por não possuir em casa - foram prontamente resolvidas com toda atenção e gentileza do proprietário. Com certeza me hospedaria novamente."
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,"foi tudo ótimo e com certeza voltarei, único ponto que deixo de ressalva são os colchões que poderiam ser melhor."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,nada a declarar
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,"Amei, voltaria com toda certeza! ❤️"
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,nada a declarar
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Houve uma enorme divergência no momento da entrada o proprietário sabia da possibilidade de entrada mais cedo no apartamento, porém logo foi resolvido, não pediram nossos documentos em nenhum momento, nem fizemos check in … Não nos foi avisado que precisávamos subir um lance de escadas com as malas pra chegar no apartamento. Alguns móveis estavam bem empoeirados e relatei pelo wpp no qual foi prometido a melhora. É imprescindível confirmar com o proprietário a possibilidade de extensão da diária, pois recebi a mensagem automática e não houve disponibilidade, precisei alugar outro local para estender a estadia por uma emergência. O anúncio está para pessoas e ficamos em confortavelmente!"
POSITIVO,POSITIVO,NEUTRO,Rio de Janeiro,Tudo certo
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,Super recomento ! ? Voltarei mais vezes
POSITIVO,POSITIVO,NEUTRO,Rio de Janeiro,Tudo certo
POSITIVO,POSITIVO,NEUTRO,Rio de Janeiro,"Mais uma vez, precisei de estadia no Rio e não tive dúvidas de onde ir. Obrigado Carine, Cláudio e Sandra pela recepção, suporte e acolhimento."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Gostei do lugar pela vista e a localização! Ainda agora tá com reforma a frente do edificio e a vista se dificulta pela malha azul. Minha percepção do espaço foi diferente das fotos, não é tão branco, com espaço é novo como elas mas foi legal mesmo pra una noite. obrigada Bianca"
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,"Essa foi minha primeira experiência neste aplicativo e gostei muito, especialmente da comodidade de ter estacionamento defronte em uma região problemática nesse aspecto. Aumentou minha expectativa pelas próximas viagens."
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,bão
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,Não foi o que eu esperava. Tentei entrar em contato com a Roberta semanas antes da viagem e ela não respondeu por nenhum dos meios que estão disponíveis pra contato. Precisei entrar em contato com o airbnb e só assim ela respondeu pra eles. Minha entrada no AP era ao meio dia e só tive resposta por volta das : hrs do sábado. A janela com vista pro mar Tb não encontrei. Sinto muito que nosso último fds no Rio tenha sido assim. Mas em todo caso o AP é realmente lindo e a tia da Roberta que nos recebeu é um amor.
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,"Tudo certo, conforme o anúncio, voltarei."
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,"Sem dúvidas a localização do apartamento é fantástica, a unica coisa que precisa melhorar é que o AP não possui wi-fi."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Pontos positivos: ótima localização, restaurantes, cafeterias, shoppings e pontos turísticos por perto, ambiente limpo e organizado, funcionários do prédio são educados. Minha primeira experiência no RJ e falo que a Praia de Botafogo é o melhor lugar para se hospedar - fora os preços acessíveis para quem precisa usar Uber - Pontos negativos: box extremamente pequeno e de janelas do apê, não trancavam e delas estava sem grade e em frente as janelas tinha uma laje que não sabíamos quem tinha acesso - fora os mais de gatos prontos a pular hahahahahaha por sorte, amamos gatinhos - mas, contudo, o Luís demonstrou prontidão e avisou que o conserto estava programado para hoje, sexta / mas infelizmente foi nosso último dia. Luís, muito obrigada! Pretendemos voltar e acreditamos que os poucos “problemas” serão solucionados."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,Obrigado
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Foi uma boa experiência. O stúdio é bem localizado, limpo, precisando de algumas manutenções . O quarto é bem pequeno e sem janela; como os dias estavam bons, não passei muito tempo no quarto, mas se precisasse utilizar mais a acomodação não ficaria tão confortável. Outro ponto foi a falta de um local para aquecer água, como jarra elétrica - utensílio que pode ser bem útil."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"A roupa de cama aparentemente não foi trocada e uma cama estava sem colchão. Ao comunicar a anfitriã, foi solicita e resolveu o problema com prontidão. Voltaria a me hospedar novamente."
NEGATIVO,POSITIVO,NEUTRO,Rio de Janeiro,Confira o número do apartamento com a anfitriã para verificar se ela não passou informação errada e ter que ficar esperando hs para entrar no ap.
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"A localização é ótima e a hospitalidade do anfitrião é o diferencial. Entretanto, como comentamos com o mesmo, a área de churrasqueira e a cozinha precisam ser mais adequada as necessidades dos hóspedes."
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,"Gostei de ter escolhido este Airbnb, recomendo e retornaria."
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,"Como forma de gratidão por tudo que Cirla nos ofereceu, talvez esse feedback ainda não seja suficiente. Mas eu já fiquei em outros Airbnbs e nunca me senti tão em casa e tão acolhida, como me senti estando no Airbnb da Cirla. Como anfitriã, digo que não tem como não se encantar pela forma como nos trata. A percepção de uma boa anfitriã, já começou quando fiz algumas perguntas antes de fechar negócio e depois de reservado, só comprovou que eu escolhi certo. Se tratando do Apt, em resumo: minha família e eu, queríamos morar lá. Tudo que está nas fotos, é exatamente como está lá, só que pessoalmente melhor, porque estar em uma cobertura daquelas, a sensação é simplesmente maravilhosa. Durante a estadia, foi só maravilha. Não tivemos NENHUM problema sequer com o apartamento, não tivemos NADA de negativo. Sério! Foi simplesmente TUDO PERFEITO. Próxima ida ao Rio, não tem outro lugar que eu queira ficar. Voltarei com certeza. Fica meu agradecimento a Lyla. Com vocês, tudo foi perfeito."
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"A nossa estadia no Rio como sempre é perfeita. Mas eu nunca tinha passado por um constrangimento tão grande. A anfitriã contando as peças do apartamento junto com a gente saindo do apartamento. Tenho muitos anos de uso do aplicativo e nunca passei por tal situação, foi constrangedor. Vc está arrumando suas coisas e a pessoa ali na porta esperando pra isso. E espero não ter que passar por isso mais uma vez. Não gostei. O apartamento é bom, muito limpo, e sempre que deixamos o local, tentamos deixar organizado da melhor maneira possível. Mesmo assim, obrigada pela estadia."
POSITIVO,POSITIVO,NEUTRO,Rio de Janeiro,Tudo conforme o anúncio. Ainda contamos com a gentileza de check in antecipado e checkout tardio. Voltaremos.
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,"A estadia foi excelente, é muito bem localizado para quem deseja estar na praia de Copacabana. O local é exatamente como descrito e o host foi muito gentil. Tivemos um problema com o ralo e foi resolvido em questão de minutos! Meu único ponto seria o tamanho da porta do box, estou grávida de meses e não passava direito pela porta. Acredito que pessoas mais gordas ou maiores não conseguirão tomar banho. Ficaria hospedada aqui novamente!"
POSITIVO,POSITIVO,NEUTRO,Rio de Janeiro,Tudo confirme o esperado. Nenhum problema
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Fiel as fotos, um bom custo benefício porém a rua do apartamento é um pouco estranha de se andar a noite a pé"
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,"Houve um atraso de quase horas para a realização do checkin. Tentei negociar uma postergação de checkout em forma de compensação do tempo perdido, a pineapples solicitou que eu aguardasse a decisão e até agora não obtive resposta. Resumo: tive que ficar esse tempo na recepção aguardando a liberação do quarto. Exceto este contratempo, a acomodação é muito boa e estava bem limpa."
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,"Chrstina foi muito simpática desde o momento da reserva e sempre solícita quando precisei. Pedi para deixar minhas malas antes do check-in e o quarto já estava liberado, me deixando entrar quase horas antes do combinado. Com relação as fotos, achei que o quarto fosse um pouco maior, e as pinturas não estavam tão novas quanto na foto, mas nada que prejudicasse minha estadia. O ralo do box do banheiro também não descia a água, de forma que formava uma “piscininha” quando ia tomar banho. Mas, mais uma vez, nada que incomodasse muito. A única coisa que me deixou incomodado foi que alguém havia utilizado o sanitário do quarto antes de nós e não havia dado descarga, de forma que o banheiro estava bem malcheiroso. Também deixei uma água na geladeira coletiva que foi consumida por outra pessoa e acabei ficando sem. De todo modo, a hospedagem fica super bem localizada em Botafogo, em um oásis de paz e tranquilidade. Voltaria com certeza!"
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Olá o apartamento é impecável super novinho de reforma em um prédio tombado no Flamengo! Amamos essa experiência mas tivemos dois problemas, primeiro que os anfitriões sabiam que a água iria acabar no prédio na segunda às h e não nos avisaram com antecedência, avisaram apenas no domingo a noite que estávamos no Rock in Rio. Sendo assim mal nos planejamos para a falta de. Outro ponto mas que infelizmente não tem solução, por ser um prédio muito antigo e o apto estar no último andar a vazão do chuveiro e escoamento dos ralos gerais é bem ruim! Apenas avisando para não se surpreenderem. De resto foi incrível! Obrigada"
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"A acomodação atendeu as expectativas, porém achei que o bairro de Copacabana fosse bonito, nisso deixou a desejar, entretanto tem várias coisas perto: Mercado, Lanchonetes, bares etc. . ."
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,Exatamente acomodação. Voltarei com certeza!
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,Tdo certo
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,Muito obrigado Francisco.
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Carlos é um ótimo anfitrião. Simpático, atencioso e prestativo. No entanto, o seu apartamento, muito embora tenha uma localização excelente e seja muito bem equipado, precisa urgentemente de uma reforma. O chuveiro a gás, por exemplo, só liga com fósforo."
POSITIVO,NEGATIVO,NEUTRO,Rio de Janeiro,Tudo %!
NEUTRO,POSITIVO,NEUTRO,Rio de Janeiro,"Apesar da localização não ser em local de grande movimento e há uma favela próxima, o prédio em si possui ótima estrutura e como não sai muito, a localização não me prejudicou."
NEUTRO,NEGATIVO,NEUTRO,Rio de Janeiro,"O apartamento tem uma ótima localização, e é muito bem equipado, a única coisa que sentir falta foi de um cobertor mais grosso tirando isso tudo"
